Id,EmailId,PersonId
1,1,80
2,2,80
3,3,228
4,3,80
5,4,80
6,5,81
7,6,185
8,7,80
9,8,81
10,9,80
11,10,80
12,11,80
13,12,80
14,13,80
15,14,80
16,15,80
17,16,80
18,17,80
19,17,32
20,17,229
21,17,170
22,17,87
23,18,80
24,18,32
25,18,230
26,18,231
27,19,80
28,20,213
29,21,87
30,22,185
31,23,185
32,23,232
33,24,87
34,25,80
35,26,80
36,27,80
37,28,80
38,29,80
39,30,80
40,31,80
41,32,80
42,33,80
43,34,185
44,35,80
45,37,80
46,38,80
47,39,80
48,40,80
49,40,163
50,40,22
51,41,80
52,42,163
53,42,32
54,43,160
55,43,233
56,44,87
57,45,80
58,46,80
59,47,80
60,48,87
61,49,234
62,49,87
63,50,163
64,50,32
65,50,32
66,51,80
67,52,80
68,53,80
69,54,80
70,55,80
71,56,235
72,56,87
73,57,80
74,58,80
75,59,80
76,60,80
77,61,80
78,62,185
79,63,80
80,64,80
81,65,80
82,66,87
83,67,80
84,68,185
85,69,80
86,70,80
87,71,236
88,71,185
89,72,80
90,73,80
91,74,87
92,75,80
93,76,80
94,77,80
95,78,80
96,79,81
97,80,80
98,81,80
99,82,80
100,83,237
101,83,32
102,84,80
103,85,80
104,86,87
105,87,80
106,88,80
107,89,80
108,90,150
109,91,80
110,91,48
111,92,80
112,93,150
113,94,80
114,95,80
115,96,80
116,97,80
117,98,80
118,98,201
119,99,80
120,100,80
121,101,80
122,102,81
123,102,238
124,103,80
125,103,87
126,104,150
127,105,80
128,106,87
129,107,80
130,108,80
131,109,80
132,109,87
133,110,80
134,111,80
135,112,150
136,113,150
137,113,239
138,114,80
139,115,80
140,116,150
141,116,240
142,118,150
143,119,116
144,120,80
145,121,80
146,122,87
147,123,80
148,123,32
149,123,170
150,123,87
151,124,150
152,125,80
153,126,80
154,127,80
155,128,80
156,129,80
157,130,32
158,130,241
159,131,80
160,132,32
161,133,80
162,134,87
163,135,80
164,136,80
165,137,32
166,137,242
167,138,80
168,139,80
169,140,87
170,140,243
171,141,80
172,142,80
173,143,80
174,144,150
175,145,80
176,146,80
177,147,80
178,148,244
179,148,87
180,149,80
181,150,80
182,151,80
183,152,80
184,153,80
185,154,228
186,156,80
187,157,245
188,157,87
189,158,81
190,158,246
191,160,81
192,160,80
193,161,185
194,162,80
195,163,80
196,164,185
197,164,232
198,165,160
199,165,233
200,166,80
201,167,80
202,168,80
203,169,80
204,170,80
205,171,80
206,172,32
207,173,80
208,174,80
209,175,80
210,176,80
211,177,80
212,178,185
213,179,247
214,179,87
215,180,80
216,181,80
217,182,160
218,182,233
219,183,80
220,184,150
221,184,248
222,185,80
223,186,80
224,186,249
225,187,150
226,187,250
227,188,80
228,189,80
229,190,251
230,190,150
231,191,87
232,192,80
233,193,150
234,194,80
235,195,150
236,196,150
237,197,80
238,197,32
239,198,150
240,198,252
241,199,87
242,199,253
243,200,80
244,202,254
245,202,32
246,203,150
247,203,250
248,204,80
249,205,80
250,206,80
251,206,87
252,207,80
253,208,80
254,209,80
255,211,80
256,212,80
257,213,80
258,214,80
259,215,80
260,216,185
261,217,80
262,218,80
263,219,80
264,220,32
265,221,80
266,222,80
267,223,80
268,224,80
269,225,32
270,226,87
271,227,80
272,227,32
273,228,80
274,229,80
275,230,80
276,231,80
277,232,80
278,233,80
279,234,160
280,234,233
281,235,124
282,236,80
283,237,80
284,238,80
285,239,80
286,240,80
287,241,80
288,242,80
289,243,80
290,244,80
291,245,216
292,245,255
293,246,80
294,247,80
295,248,80
296,249,201
297,250,80
298,251,32
299,252,80
300,253,32
301,253,256
302,254,80
303,255,87
304,256,185
305,257,80
306,258,257
307,258,87
308,259,87
309,260,80
310,261,80
311,262,80
312,263,185
313,264,87
314,265,80
315,266,80
316,267,80
317,268,80
318,269,80
319,270,80
320,271,80
321,272,87
322,273,258
323,273,87
324,274,80
325,275,80
326,276,185
327,277,80
328,278,259
329,278,87
330,279,80
331,280,80
332,281,160
333,281,233
334,282,87
335,284,80
336,285,260
337,285,261
338,285,87
339,285,262
340,286,80
341,286,209
342,286,87
343,287,32
344,287,263
345,288,80
346,288,32
347,288,87
348,289,80
349,290,80
350,291,80
351,292,80
352,293,80
353,294,80
354,295,80
355,296,80
356,297,32
357,298,32
358,299,32
359,300,32
360,301,116
361,302,87
362,303,32
363,304,81
364,305,32
365,306,87
366,307,87
367,307,264
368,308,116
369,308,265
370,309,116
371,310,81
372,311,81
373,312,81
374,313,87
375,313,266
376,314,81
377,315,87
378,316,87
379,317,267
380,317,87
381,318,87
382,319,87
383,320,87
384,321,81
385,322,32
386,323,32
387,324,32
388,325,32
389,326,116
390,326,265
391,327,268
392,327,147
393,328,32
394,329,269
395,329,32
396,330,81
397,331,32
398,332,32
399,333,32
400,333,256
401,334,32
402,335,124
403,335,270
404,336,147
405,337,32
406,338,32
407,339,81
408,340,271
409,340,87
410,341,124
411,341,272
412,342,273
413,342,124
414,342,270
415,343,81
416,344,274
417,344,275
418,345,87
419,345,264
420,346,276
421,346,116
422,347,274
423,347,124
424,347,270
425,348,32
426,348,277
427,349,124
428,349,270
429,350,124
430,351,87
431,352,87
432,353,81
433,353,278
434,354,87
435,355,32
436,356,32
437,356,279
438,357,116
439,357,265
440,358,32
441,359,32
442,360,116
443,361,274
444,361,124
445,361,270
446,362,32
447,363,32
448,363,256
449,364,32
450,365,280
451,365,32
452,366,87
453,367,32
454,368,81
455,369,32
456,370,81
457,371,81
458,372,32
459,373,281
460,373,116
461,374,282
462,374,32
463,375,81
464,376,32
465,377,32
466,378,81
467,379,32
468,380,87
469,381,274
470,381,124
471,381,270
472,382,124
473,382,270
474,383,283
475,383,124
476,383,270
477,384,32
478,385,124
479,385,270
480,386,32
481,387,32
482,388,284
483,388,32
484,389,81
485,389,285
486,390,81
487,391,32
488,392,81
489,393,81
490,394,31
491,395,32
492,396,32
493,397,81
494,398,87
495,399,81
496,400,32
497,401,286
498,401,87
499,402,81
500,402,32
501,402,87
502,403,81
503,404,81
504,405,87
505,406,81
506,407,81
507,408,116
508,409,81
509,410,81
510,411,32
511,411,256
512,412,81
513,413,81
514,414,170
515,414,287
516,415,81
517,416,81
518,418,288
519,418,81
520,419,81
521,420,32
522,421,228
523,421,32
524,421,289
525,421,87
526,422,290
527,422,124
528,422,270
529,423,32
530,424,81
531,425,81
532,426,81
533,427,116
534,428,32
535,428,256
536,429,32
537,431,81
538,432,32
539,433,81
540,434,81
541,434,116
542,435,81
543,435,116
544,436,170
545,436,9
546,436,87
547,437,81
548,438,81
549,439,81
550,440,20
551,440,291
552,441,153
553,442,81
554,443,116
555,444,81
556,444,292
557,445,81
558,446,81
559,447,81
560,448,81
561,448,124
562,448,270
563,449,32
564,451,32
565,452,116
566,454,153
567,455,81
568,456,32
569,457,32
570,458,32
571,459,116
572,460,81
573,461,81
574,462,32
575,463,293
576,463,81
577,464,32
578,465,32
579,466,293
580,466,81
581,467,81
582,468,81
583,469,81
584,470,32
585,470,256
586,471,87
587,471,294
588,472,170
589,473,81
590,474,15
591,475,87
592,475,264
593,476,87
594,477,87
595,478,295
596,478,170
597,479,170
598,480,87
599,481,116
600,482,221
601,483,296
602,483,124
603,485,32
604,485,256
605,486,81
606,487,32
607,488,32
608,489,32
609,490,32
610,491,32
611,492,170
612,493,170
613,493,297
614,494,170
615,494,298
616,495,170
617,495,87
618,496,81
619,497,81
620,498,81
621,499,124
622,499,270
623,500,32
624,501,32
625,502,116
626,503,116
627,504,32
628,505,32
629,506,124
630,506,270
631,507,124
632,507,299
633,508,153
634,509,32
635,510,81
636,511,32
637,512,32
638,513,87
639,514,81
640,515,300
641,515,87
642,516,81
643,516,124
644,516,270
645,517,124
646,517,270
647,518,32
648,519,32
649,519,256
650,520,116
651,521,116
652,522,32
653,523,32
654,524,86
655,524,301
656,525,32
657,526,81
658,526,81
659,527,181
660,528,116
661,528,265
662,528,185
663,529,116
664,529,185
665,530,32
666,531,124
667,531,270
668,532,124
669,532,270
670,533,32
671,533,256
672,534,32
673,535,32
674,536,185
675,537,302
676,537,196
677,538,32
678,539,81
679,539,87
680,539,124
681,539,270
682,540,81
683,541,81
684,542,81
685,542,81
686,543,81
687,544,32
688,545,32
689,546,87
690,546,303
691,547,304
692,547,32
693,548,170
694,549,87
695,549,243
696,550,87
697,551,81
698,552,81
699,553,81
700,555,153
701,556,81
702,557,81
703,558,32
704,559,116
705,560,170
706,561,116
707,562,81
708,562,87
709,563,112
710,564,180
711,565,87
712,566,81
713,567,112
714,568,305
715,568,90
716,569,32
717,569,87
718,570,216
719,570,216
720,571,306
721,571,32
722,572,224
723,572,307
724,573,32
725,574,153
726,575,81
727,575,124
728,575,270
729,576,32
730,578,87
731,579,87
732,580,100
733,581,32
734,582,87
735,583,87
736,584,87
737,585,81
738,586,81
739,587,81
740,588,81
741,589,81
742,590,81
743,591,32
744,592,170
745,593,32
746,594,32
747,594,87
748,595,32
749,595,297
750,596,308
751,596,87
752,596,87
753,597,87
754,597,87
755,598,213
756,599,15
757,600,81
758,601,153
759,602,81
760,602,81
761,603,116
762,604,81
763,604,81
764,605,81
765,606,81
766,606,278
767,607,81
768,608,81
769,609,32
770,610,32
771,611,81
772,611,309
773,612,310
774,613,81
775,614,81
776,615,81
777,616,81
778,617,81
779,618,81
780,619,81
781,619,278
782,620,81
783,621,81
784,622,81
785,623,81
786,624,32
787,625,32
788,625,256
789,626,32
790,627,32
791,628,32
792,629,216
793,629,311
794,630,81
795,630,81
796,630,270
797,631,256
798,631,124
799,632,32
800,633,124
801,633,270
802,634,81
803,635,87
804,636,81
805,637,81
806,638,81
807,639,81
808,639,124
809,639,270
810,640,124
811,641,81
812,642,32
813,643,32
814,644,32
815,645,312
816,645,32
817,646,32
818,647,116
819,647,265
820,647,313
821,648,116
822,649,81
823,650,314
824,650,113
825,651,116
826,653,32
827,654,32
828,654,315
829,655,87
830,655,316
831,656,122
832,657,116
833,658,116
834,659,81
835,660,81
836,660,124
837,660,270
838,661,122
839,662,122
840,662,122
841,663,122
842,664,122
843,665,124
844,665,270
845,666,87
846,667,87
847,668,122
848,668,87
849,669,122
850,670,122
851,671,122
852,672,292
853,672,122
854,672,317
855,673,122
856,674,122
857,675,122
858,676,87
859,677,116
860,678,87
861,679,32
862,680,32
863,681,32
864,682,32
865,683,32
866,684,56
867,685,81
868,685,81
869,685,116
870,686,21
871,687,87
872,688,32
873,688,256
874,689,32
875,690,32
876,691,93
877,692,32
878,693,32
879,694,32
880,695,32
881,696,32
882,697,81
883,698,81
884,699,81
885,700,293
886,700,81
887,701,81
888,702,32
889,702,32
890,703,170
891,704,170
892,705,170
893,706,81
894,706,116
895,707,116
896,708,170
897,709,32
898,709,170
899,709,318
900,710,170
901,711,170
902,712,319
903,712,81
904,713,32
905,714,81
906,715,32
907,716,32
908,717,320
909,717,50
910,718,191
911,719,321
912,719,216
913,721,196
914,722,86
915,723,170
916,724,32
917,725,322
918,725,124
919,726,124
920,726,270
921,727,9
922,728,87
923,729,116
924,730,81
925,730,81
926,730,81
927,731,213
928,732,52
929,733,323
930,734,81
931,734,32
932,734,87
933,735,81
934,735,278
935,735,32
936,735,87
937,736,81
938,737,90
939,738,324
940,738,90
941,739,81
942,740,9
943,741,124
944,741,270
945,742,9
946,743,87
947,744,87
948,745,116
949,745,185
950,746,325
951,746,81
952,746,326
953,747,81
954,747,81
955,747,81
956,748,81
957,748,81
958,749,52
959,750,323
960,751,81
961,751,32
962,751,87
963,752,81
964,752,32
965,752,87
966,753,81
967,754,90
968,755,90
969,756,81
970,756,292
971,757,293
972,757,81
973,758,81
974,758,270
975,759,81
976,760,293
977,760,81
978,761,81
979,761,270
980,762,81
981,762,124
982,762,270
983,763,81
984,763,124
985,763,327
986,764,32
987,765,124
988,765,270
989,766,124
990,766,270
991,767,32
992,769,81
993,770,32
994,771,90
995,772,328
996,772,87
997,772,329
998,773,170
999,774,170
1000,775,170
1001,776,170
1002,776,87
1003,777,170
1004,777,297
1005,777,87
1006,778,170
1007,778,87
1008,779,170
1009,780,170
1010,780,87
1011,781,170
1012,781,87
1013,782,32
1014,782,256
1015,783,122
1016,784,81
1017,785,314
1018,785,113
1019,786,81
1020,787,81
1021,787,124
1022,787,270
1023,788,284
1024,788,32
1025,789,170
1026,790,81
1027,791,87
1028,792,81
1029,792,87
1030,793,170
1031,794,165
1032,794,330
1033,794,87
1034,795,81
1035,796,87
1036,797,297
1037,797,87
1038,798,81
1039,798,124
1040,798,270
1041,799,81
1042,799,124
1043,799,270
1044,800,32
1045,801,32
1046,802,87
1047,803,87
1048,804,87
1049,805,87
1050,806,81
1051,807,323
1052,807,331
1053,808,81
1054,808,124
1055,808,270
1056,809,87
1057,811,81
1058,811,124
1059,811,270
1060,812,124
1061,812,270
1062,813,9
1063,814,32
1064,815,332
1065,815,32
1066,816,116
1067,817,81
1068,818,81
1069,818,124
1070,818,270
1071,819,81
1072,820,32
1073,820,333
1074,821,81
1075,822,81
1076,822,170
1077,822,334
1078,823,81
1079,824,81
1080,825,81
1081,826,81
1082,826,278
1083,827,81
1084,827,292
1085,828,81
1086,828,278
1087,829,81
1088,830,81
1089,831,81
1090,832,81
1091,832,124
1092,832,270
1093,833,124
1094,833,270
1095,834,32
1096,835,32
1097,835,256
1098,836,32
1099,836,256
1100,837,32
1101,838,32
1102,838,256
1103,839,276
1104,839,116
1105,840,116
1106,840,335
1107,841,81
1108,841,81
1109,841,270
1110,842,124
1111,842,313
1112,843,124
1113,843,327
1114,844,336
1115,844,153
1116,845,32
1117,846,337
1118,846,124
1119,847,124
1120,847,327
1121,848,143
1122,849,87
1123,850,153
1124,851,32
1125,852,81
1126,853,81
1127,853,116
1128,854,338
1129,854,81
1130,855,32
1131,856,153
1132,857,153
1133,858,175
1134,859,153
1135,861,339
1136,861,32
1137,862,153
1138,863,32
1139,863,87
1140,864,116
1141,865,81
1142,865,124
1143,865,270
1144,866,32
1145,867,81
1146,867,124
1147,867,270
1148,868,143
1149,869,81
1150,869,340
1151,869,341
1152,869,342
1153,870,81
1154,871,81
1155,871,116
1156,872,32
1157,873,116
1158,874,81
1159,874,116
1160,874,343
1161,875,344
1162,875,116
1163,876,32
1164,877,116
1165,878,116
1166,879,81
1167,879,278
1168,880,116
1169,881,116
1170,882,153
1171,883,345
1172,883,116
1173,884,346
1174,884,116
1175,885,116
1176,885,265
1177,886,32
1178,886,256
1179,887,80
1180,888,153
1181,890,116
1182,891,116
1183,892,77
1184,893,87
1185,894,116
1186,895,77
1187,896,32
1188,896,87
1189,897,32
1190,897,87
1191,898,32
1192,899,116
1193,900,116
1194,900,347
1195,901,116
1196,902,116
1197,903,143
1198,904,81
1199,906,32
1200,907,32
1201,908,87
1202,909,32
1203,910,81
1204,911,81
1205,912,81
1206,913,81
1207,914,81
1208,915,81
1209,916,87
1210,917,81
1211,918,81
1212,919,32
1213,919,256
1214,920,87
1215,921,32
1216,921,348
1217,921,81
1218,922,81
1219,923,32
1220,924,349
1221,924,86
1222,925,81
1223,925,124
1224,925,270
1225,926,32
1226,927,81
1227,927,124
1228,927,270
1229,928,32
1230,929,116
1231,930,124
1232,931,32
1233,932,32
1234,933,32
1235,933,350
1236,934,116
1237,935,116
1238,936,80
1239,937,116
1240,937,265
1241,938,194
1242,939,203
1243,940,116
1244,941,116
1245,942,116
1246,942,265
1247,943,116
1248,944,116
1249,945,116
1250,945,265
1251,946,87
1252,947,32
1253,948,124
1254,948,270
1255,949,116
1256,950,116
1257,951,81
1258,952,81
1259,953,32
1260,954,32
1261,954,256
1262,955,81
1263,955,124
1264,955,270
1265,956,30
1266,957,81
1267,958,124
1268,958,270
1269,959,81
1270,959,81
1271,959,116
1272,959,270
1273,960,87
1274,961,352
1275,961,87
1276,962,143
1277,963,32
1278,963,256
1279,964,81
1280,965,81
1281,965,278
1282,966,116
1283,968,116
1284,968,265
1285,969,87
1286,970,87
1287,971,87
1288,972,297
1289,972,87
1290,973,81
1291,974,81
1292,975,32
1293,976,81
1294,977,81
1295,977,124
1296,977,270
1297,978,32
1298,979,353
1299,979,143
1300,980,81
1301,980,81
1302,980,87
1303,981,116
1304,982,276
1305,982,116
1306,983,87
1307,984,91
1308,985,81
1309,985,170
1310,985,354
1311,986,81
1312,986,124
1313,986,270
1314,987,81
1315,987,124
1316,987,270
1317,988,143
1318,989,124
1319,989,270
1320,990,87
1321,991,81
1322,992,32
1323,993,30
1324,994,81
1325,995,81
1326,995,81
1327,995,270
1328,996,124
1329,996,270
1330,997,143
1331,998,355
1332,998,196
1333,999,143
1334,1000,143
1335,1001,122
1336,1002,100
1337,1003,30
1338,1004,86
1339,1005,144
1340,1006,87
1341,1007,32
1342,1008,143
1343,1009,143
1344,1010,32
1345,1011,112
1346,1011,356
1347,1012,87
1348,1013,32
1349,1014,32
1350,1014,256
1351,1015,32
1352,1016,32
1353,1017,32
1354,1018,32
1355,1019,81
1356,1020,112
1357,1021,32
1358,1022,81
1359,1022,81
1360,1022,87
1361,1023,87
1362,1024,112
1363,1025,32
1364,1026,22
1365,1027,22
1366,1028,81
1367,1028,124
1368,1028,270
1369,1029,81
1370,1029,124
1371,1029,270
1372,1030,81
1373,1030,81
1374,1030,243
1375,1031,81
1376,1032,81
1377,1033,81
1378,1034,170
1379,1035,170
1380,1036,81
1381,1037,87
1382,1038,81
1383,1038,124
1384,1038,270
1385,1039,284
1386,1039,32
1387,1040,32
1388,1041,81
1389,1041,124
1390,1041,313
1391,1042,153
1392,1043,144
1393,1044,124
1394,1045,30
1395,1046,199
1396,1047,116
1397,1048,116
1398,1049,87
1399,1050,87
1400,1051,124
1401,1051,313
1402,1052,124
1403,1053,81
1404,1053,87
1405,1054,87
1406,1055,87
1407,1056,87
1408,1057,87
1409,1057,243
1410,1058,216
1411,1058,357
1412,1059,358
1413,1059,124
1414,1060,116
1415,1061,359
1416,1061,360
1417,1062,87
1418,1063,202
1419,1063,87
1420,1064,194
1421,1065,87
1422,1066,87
1423,1067,361
1424,1067,87
1425,1068,87
1426,1069,81
1427,1069,124
1428,1069,270
1429,1070,81
1430,1070,81
1431,1070,87
1432,1071,32
1433,1072,32
1434,1073,81
1435,1074,81
1436,1075,170
1437,1076,171
1438,1076,170
1439,1077,171
1440,1078,94
1441,1079,81
1442,1080,362
1443,1081,9
1444,1082,81
1445,1083,81
1446,1083,81
1447,1083,116
1448,1084,87
1449,1085,87
1450,1086,171
1451,1087,94
1452,1087,300
1453,1088,87
1454,1089,143
1455,1089,363
1456,1090,171
1457,1090,364
1458,1091,87
1459,1091,243
1460,1092,81
1461,1092,124
1462,1092,365
1463,1093,81
1464,1094,81
1465,1094,278
1466,1095,81
1467,1096,32
1468,1096,279
1469,1097,81
1470,1098,81
1471,1099,32
1472,1100,143
1473,1101,171
1474,1101,170
1475,1102,32
1476,1103,32
1477,1104,32
1478,1104,87
1479,1105,81
1480,1106,81
1481,1107,32
1482,1108,32
1483,1109,81
1484,1110,81
1485,1111,81
1486,1112,81
1487,1113,81
1488,1114,81
1489,1115,81
1490,1116,81
1491,1116,124
1492,1116,270
1493,1117,150
1494,1118,81
1495,1118,366
1496,1119,314
1497,1119,113
1498,1120,171
1499,1121,32
1500,1121,256
1501,1122,81
1502,1123,32
1503,1124,32
1504,1124,87
1505,1125,32
1506,1125,297
1507,1126,32
1508,1127,175
1509,1128,87
1510,1129,191
1511,1130,162
1512,1130,143
1513,1131,87
1514,1131,243
1515,1132,226
1516,1132,87
1517,1136,32
1518,1137,32
1519,1139,32
1520,1140,81
1521,1141,367
1522,1142,193
1523,1143,77
1524,1144,116
1525,1145,60
1526,1146,152
1527,1146,368
1528,1147,116
1529,1148,124
1530,1148,369
1531,1149,168
1532,1149,370
1533,1149,32
1534,1150,81
1535,1152,32
1536,1153,81
1537,1154,81
1538,1154,81
1539,1154,270
1540,1155,81
1541,1156,87
1542,1156,243
1543,1158,124
1544,1158,270
1545,1159,87
1546,1160,87
1547,1161,116
1548,1162,81
1549,1162,124
1550,1162,270
1551,1163,90
1552,1164,116
1553,1164,265
1554,1165,81
1555,1165,116
1556,1166,110
1557,1166,202
1558,1167,87
1559,1168,87
1560,1168,243
1561,1169,116
1562,1169,371
1563,1170,367
1564,1170,32
1565,1171,124
1566,1171,270
1567,1172,150
1568,1173,150
1569,1174,143
1570,1175,87
1571,1176,81
1572,1177,349
1573,1177,86
1574,1178,32
1575,1178,256
1576,1179,32
1577,1179,256
1578,1180,179
1579,1181,116
1580,1181,347
1581,1182,32
1582,1183,32
1583,1183,256
1584,1184,116
1585,1185,81
1586,1185,372
1587,1185,170
1588,1186,196
1589,1187,170
1590,1188,81
1591,1188,81
1592,1189,32
1593,1190,373
1594,1190,121
1595,1191,32
1596,1192,374
1597,1192,169
1598,1193,116
1599,1194,116
1600,1195,175
1601,1196,80
1602,1197,32
1603,1197,256
1604,1198,32
1605,1199,375
1606,1199,32
1607,1200,32
1608,1200,256
1609,1201,32
1610,1202,170
1611,1203,116
1612,1204,32
1613,1205,170
1614,1206,376
1615,1206,87
1616,1207,81
1617,1207,124
1618,1207,270
1619,1208,81
1620,1209,116
1621,1210,116
1622,1211,81
1623,1211,270
1624,1212,116
1625,1213,116
1626,1214,80
1627,1215,194
1628,1215,194
1629,1216,87
1630,1217,32
1631,1218,116
1632,1219,194
1633,1220,116
1634,1221,194
1635,1222,116
1636,1223,32
1637,1223,377
1638,1224,121
1639,1224,373
1640,1225,81
1641,1225,81
1642,1226,116
1643,1226,265
1644,1227,32
1645,1228,10
1646,1229,32
1647,1230,113
1648,1231,22
1649,1232,32
1650,1233,116
1651,1235,32
1652,1235,32
1653,1237,196
1654,1238,116
1655,1240,87
1656,1241,194
1657,1242,32
1658,1242,256
1659,1243,81
1660,1244,81
1661,1245,143
1662,1246,143
1663,1247,32
1664,1248,116
1665,1249,32
1666,1250,32
1667,1251,282
1668,1251,32
1669,1252,32
1670,1252,378
1671,1252,171
1672,1253,171
1673,1254,32
1674,1256,81
1675,1258,81
1676,1259,81
1677,1260,32
1678,1261,81
1679,1261,87
1680,1262,32
1681,1263,32
1682,1263,256
1683,1264,81
1684,1265,124
1685,1265,270
1686,1266,124
1687,1266,270
1688,1267,81
1689,1268,81
1690,1269,32
1691,1270,32
1692,1271,32
1693,1272,81
1694,1272,81
1695,1272,379
1696,1273,170
1697,1274,81
1698,1275,81
1699,1276,32
1700,1276,380
1701,1277,87
1702,1278,194
1703,1279,81
1704,1279,124
1705,1279,270
1706,1280,81
1707,1281,32
1708,1282,381
1709,1282,32
1710,1282,382
1711,1283,87
1712,1284,81
1713,1285,186
1714,1286,186
1715,1287,116
1716,1288,81
1717,1289,186
1718,1290,139
1719,1290,383
1720,1291,73
1721,1291,384
1722,1292,186
1723,1293,124
1724,1294,186
1725,1295,133
1726,1296,87
1727,1297,87
1728,1298,186
1729,1299,124
1730,1299,270
1731,1300,81
1732,1301,186
1733,1302,186
1734,1303,143
1735,1304,32
1736,1304,256
1737,1305,32
1738,1306,37
1739,1307,81
1740,1308,10
1741,1309,194
1742,1310,153
1743,1311,81
1744,1312,32
1745,1312,32
1746,1312,385
1747,1313,32
1748,1313,256
1749,1315,81
1750,1316,386
1751,1316,86
1752,1317,116
1753,1318,32
1754,1319,81
1755,1321,81
1756,1323,32
1757,1324,32
1758,1324,256
1759,1325,86
